Index,shares,text,misinformation,source,revision
469,1,"CORONAVÍRUS

Em Traipu, banhistas ignoram recomendação para ficar em casa
Pessoas se aglomeram na “prainha"" do rio São Francisco e ignoram riscos do coronavírus


Fonte: 7Segundos  22 março 2020,
     

Famílias ignoram o coronavírus e vão à ""prainha"" do São Francisco neste domingo
cortesia
Apesar de informações sobre o coronavírus serem exaustivamente veiculadas nos meios de comunicação e nas redes sociais, além das medidas adotadas pelo Estado e por parte dos municípios alagoanos para evitar a aglomeração de pessoas, em algumas cidades a Covd-19 ainda parece ser algo distante da realidade.

 

Em Traipu, por exemplo, a “prainha” do São Francisco está tomada de banhistas neste domingo. De acordo com moradores da região, o volume de pessoas é menor que nos outros finais de semana, mas ainda há aglomeração de pessoas, incluindo crianças, tomando banho de rio e aproveitando o sol na manhã deste domingo (22).

 

“Para muitas pessoas, o corona é só uma doença de que o povo fala na televisão. Muita gente acha que os avisos de que não é para sair de casa são um exagero e acham que se forem dispensados do trabalho vai ser como feriado”, afirmou uma moradora. 

 

Em vários outros municípios do interior, as recomendações para a população ficar em casa vem sendo descumpridas. 

█ٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜ☆ٜٜٜٜٜٜ꙰҉҈ٜٜٜٜٜٜٜٜٜٜٜٜ.█ٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜ☆.ٜٜٜٜٜٜ꙰҉҈ٜٜٜٜٜٜٜٜٜٜٜٜٜٜ█ٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜ☆.Iٜٜٜٜٜٜ꙰҉҈ٜٜٜٜٜٜٜٜٜٜٜٜٜٜ█☆ٜٜٜٜٜٜ꙰҉҈ٜٜٜٜٜٜٜٜٜٜٜٜ.█ٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜ☆.ٜٜٜٜٜٜ꙰҉҈ٜٜٜٜٜٜٜٜٜٜٜٜٜٜ█ٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜ☆.Iٜٜٜٜٜٜ꙰҉҈ٜٜٜٜٜٜٜٜٜٜٜٜٜٜ█.li 
*╔═══════❥•╗*https://www.dropbox.com/s/d54zvcgc7k2k7bl/2020-02-13%2016.38.34.jpg?dl=0
*_~GRUPO IMPACTO ARAPIRACA NEWS ADMINISTRAÇÃO CARLOS~_*
*VENHA FAZEREM PARTE DO NOSSO GRUPO*

*╚•❥═══════╝*
*ࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧ★🇧🇷     ࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧ★🇫🇷.     ࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧ★🇧🇷.     ࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧ★🇫🇷.     ࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧ★🇧🇷.    ࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧ★🇫🇷.     ࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧࣧ★.*
*______________*",0,,
470,1,"Governo Federal iniciou o cadastramento do *Auxílio Cidadão* que dá uma ajuda mensal no valor de *R$ 200* para trabalhadores autônomos e pessoas de baixa renda para ajudar a combater *CORONAVÍRUS.*.  

Confira se você tem direito ao benefício:  

http://auxiliocorona.site",1,,
471,1,http://vozdopara.com.br/esse-virus-nao-e-democratico/,0,,
472,1,"*SAIBA*

✅     *Especialista ensina como reforçar a imunidade para dificultar a contaminação pelo COVID-19* - 
http://www.diariovip.novacruzoficialrn.com.br/noticias/36/especialista-ensina-como-reforcar-a-imunidade-para-dificultar-a-contaminacao-pelo-covid-19.html",0,,
473,1,"https://www.dropbox.com/s/np429oc8xws89pz/BBC%20NOT%C3%8DCIAS%20BR%20IMG-20200203-WA1434.jpg?dl=0

*🔮⃟ٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜࣽ🧙🏻♀HORÓSCOPO🧙🏻♀ٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜ⃟🔮*
*🇧🇷ٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜ⃟ࣽ❖BBC NOTÍCIAS BR❖ٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜٜ͢⃟ᤢ🇧🇷*

 ̄ ̄ ̄ ̄ ̄ ̄ ̄ ̄ ̄ ̄ ̄
*⸎Para hoje dia 31de Março de 2020*


                  🔮🧿🔮

🧙🏻♀ *ÁRIES  21/03 A 19/04*
 
Auferirá uma gentileza abundantemente respeitável no decorrer do dia advinda do componente Fogo por conduzir-se de uma figura muito mais dinâmica. Avalie bem todas as suas ações neste momento, não abandone os seus princípios. Plutão será um colega sublime, necessitará conservar a sua eficiência propícia em qualquer coisa que venha a ser realmente muito considerável para você, especialmente naquilo que concerne a sua saúde.

*💰Dinheiro:* Agarre as oportunidades que lhe apareçam, demonstre seu verdadeiro valor.
*⛑Saúde:* Você estará bem mais disposto, utilize essa energia para atividades relevantes.
*👪Família:* Alguns momentos na família poderão te deixar aflito, sentirá vontade de que passe rápido.
*💘Amor:* Se sentirá com vontade de ser mimado e acarinhado, valorize cada momento.

                  🔮🧿🔮

🧙🏻♀ *TOURO  20/04 A 20/05*
 
As suas impressões se mostrarão bem mais evidentes neste dia tão icônico e súbito. O satélite Lua poderá lhe trazer um sentimento de conquista muito bom, não se esqueça de agir em prol da sua evolução. Tudo poderá vir a convergir, desde que mantenha a sua persistência nas coisas que você acredita. Atraentes esforços virão a lhe proporcionar melhores resultados.

*💰Dinheiro:* Seja um pouco mais prudente na forma como gere as suas economias, investigue antes de investir.
*⛑Saúde:* Surgirá alguns problemas cutâneos, tome mais cuidado e use sempre um bom protetor solar.
*👪Família:* Terá dificuldades de ordem afetiva de seus parentes poderão lhe causar stress.
*💘Amor:* Poderá ter uma forte discussão com um amigo de longa data, não faça coisas que venha se arrepender.

                  🔮🧿🔮

🧙🏻♀ *GÊMEOS  21/05 A 20/04*
 
Irá dirigir-se com um grande embaraço neste período tão melindroso para você nesta grande marcha para o sucesso. Dentro de Júpiter algumas coisas farão com que você possa evoluir, em Mercúrio não haverá muitas mudanças, contudo você necessitará manter o equilíbrio entre o seu pensamento e as suas ações. O Ar lhe ajudará e muito, para que venha a abrir um bom canal de comunicação.

*💰Dinheiro:* Notará que o seu esforço a nível de trabalho será muito bem recompensado.
*⛑Saúde:* Será um momento muito favorável, aproveite e pratique exercício físico.
*👪Família:* A imaturidade de seus filhos poderá ser uma preocupação, emponha regras e seja mais firme.
*💘Amor:* Notará um afastamento da pessoa amada, mas não é nada alarmante, porém observe com cautela.

                   🔮🧿🔮

🧙🏻♀ *CÂNCER  21/06 A 22/07*
 
Conseguirá perceber algumas coisas preferivelmente no transcorrer do dia em razão de demasiadas operações que estão transpondo as suas ações neste grande ápice. Irá adquirir um conhecimento muito acima daquilo que era pretendido. O que acarretará para você uma encantadora e sublime prerrogativa em relação a muitas pessoas, basicamente em associação aos membros da constelação Virgem, bastante sistemáticos neste.

*💰Dinheiro:* Não hesite em pedir ajuda quando estiver com problemas financeiros, a humildade irá te salvar.
*⛑Saúde:* O seu sistema imunitário está muito sensível, seja prudente, evite atitudes que ponha sua saúde em risco.
*👪Família:* Seus irmãos poderão lhe trazer boas notícias sobre algo realizado com sucesso. 
*💘Amor:* Se tem algum problema que o incomoda, é tempo de resolver, aja com tranquilidade.

                  🔮🧿🔮

🧙🏻♀ *LEÃO  23/07 A 22/08*
 
Muitas exorbitâncias pendem a conceber algo com que você venha a ter um algumas dificuldades para obter muitos planos nos seus grandes propósitos mais impecáveis. Pode causar uma boa impressão com o seu aspecto mais vencedor, que traga de fato grandes benefícios para a pessoa amada. Em combinadas possibilidades, conseguirá apresentar todo o seu know-how para atingir aquilo que você quer.
*💰Dinheiro:* Não será um período muito favorável para grandes despesas, contenha-se ao máximo.
*⛑Saúde:* Veja com regularidade o seu boletim de vacinas, pois poderá ter alguma vacina em atraso.
*👪Família:* A sua força de vontade poderá deixar seus pais felizes ao realizar altruísmo dentro da família.
*💘Amor:* Terá uma discussão com um amigo muito íntimo, para evitar seja um pouco mais paciente.

                  🔮🧿🔮

🧙🏻♀ *VIRGEM  23/08 A 22/09*
 
Não existirá intensas transformações no cerne daquilo que expectava, as operações do planeta Mercúrio tendem a ser bem mais sombrias neste período. Os teus sentidos demonstrarão que você é uma pessoa forte e capaz de enfrentar alguns problemas financeiros. Só busque se preparar para afastar as grandes e negativas surpresas.

*💰Dinheiro:* Seja mais perspicaz nas decisões profissionais que tem que tomar durante o seu dia.
*⛑Saúde:* Dê mais atenção ao seu bem-estar físico, leve seu corpo para passear ao ar livre.
*👪Família:* Seja mais generoso para com sua família e poderá ter mais afeto na sua vida.
*💘Amor:* Será um dia marcado por momentos inesquecíveis vividos ao lado de alguém muito especial.

                  🔮🧿🔮

🧙🏻♀ *LIBRA  23/09 A 22/10*

A sua superfície mais dinâmica permitirá que você propague um enorme afeto por quem ama. Sua ligação com um escorpiano irá lhe fazer muito bem neste momento, pois lhe dará mais energia e intensidade para que possa viver bem. Jamais se deixar iludir com breves ocorrências, lide com isso de forma severa ou elas podem se transformar em um grande problema, Vênus deixará você um mais preocupado. 
 
*💰Dinheiro:* Está não é altura para arriscar em negócios, mantenha o que você tem da melhor forma possível.
*⛑Saúde:* Poderá ter problemas respiratórios, foque em alimentos que ajudem mais os brônquios.
*👪Família:* A ilusão de que seus filhos são regrados poderá lhe causar grandes surpresas, avalie.
*💘Amor:* Ajude o seu companheiro, dando-lhe mais atenção, não deixe sentir-se sozinho neste momento.

                  🔮🧿🔮

🧙🏻♀ *ESCORPIÃO  23/10 A 21/11*
 
No centro do signo muitas modificações irão se manter fora do que você por tantas vezes organizava. Propagará um ânimo muito sólido quando estiver sendo exposto a uma circunstância complexa, mas poderá apresentar sinais de fraqueza se durar muito tempo. Marte será seu maior aliado, o que irá lhe possibilitar uma grande largada para comparecer aonde tanto quer. 
 
*💰Dinheiro:* Terá possibilidade de ganhar algum dinheiro extra, não deixe nenhuma oportunidade passar.
*⛑Saúde:* Irá sofrer fortes dores de cabeça, devido a extrema ansiedade que irá sentir sobre questões aleatórias.
*👪Família:* Seu relacionamento com a família poderá vir a ser abalada, foque nas coisas boas de cada um.
*💘Amor:* O ciúme não será o seu maior aliado, pense nisso, demonstre ser uma pessoa mais confiante de si.

                  🔮🧿🔮

🧙🏻♀ *SAGITÁRIO  22/11 A 21/12*

Você tende ficar com muito mais ânimo neste trajeto para se manter um pouco mais feliz neste dia. Em Júpiter tende a receber uma grande ajuda para resolver pequenos casos que venham a se por na sua vida. Só necessitará reavaliar um pouco do seu comportamento, porém mostre toda a sua alegria quando puder. O Fogo será um enorme e cordial aliado dentro da sua caminhada.

*💰Dinheiro:* Os seus problemas serão resolvidos, embora com lentidão, deverá aumentar um pouco sua destreza também.
*⛑Saúde:* Será uma fase estável mas esteja sempre alerta, continue fazendo uma boa alimentação.
*👪Família:* Irá tomar decisões coerentes para com os seus filhos, por isso mantenha firme suas decisões.
*💘Amor:* O convívio com a pessoa amada será feliz nesta fase, tente levá-la para um lugar mais calmo.

                  🔮🧿🔮

🧙🏻♀ *CAPRICÓRNIO  22/12 A 19/01* 
 
A sua comunicação com muitos indivíduos tenderá a conceber a você pensamentos bem mais vigorosos neste trajeto difícil e advindo da sua razão. Alcançará os seus objetivos no quadro amoroso, muito por causa da sua capacidade altruísta, demonstrando assim todo o seu valor. Conseguirá identificar o seu interesse nos afazeres mais corriqueiros, torne isso a sua meta a ser atingida.
 
*💰Dinheiro:* Tenha cuidado com os falsos amigos, pois nem sempre as pessoas que nos sorriem são as mais verdadeiras.
*⛑Saúde:* Tenha cuidado com o aparelho digestivo, afinal você é sempre aquilo que você come.
*👪Família:* Precisará ser um pouco mais ponderado, com suas atitudes perante aos seus familiares.
*💘Amor:* Tente ir em um lugar diferente com a pessoa que você ama, não muito formal, para que ela possa relaxar.

                  🔮🧿🔮

🧙🏻♀ *AQUÁRIO  20/01 A 19/02*

A maior parte do seu jeito de agir precisará ser mais vigorosa para que tenha um bom progresso e mais contínuo e rentável. Não se torne uma pessoa muito apreensiva, dedique-se em buscar a tranquilidade acima de qualquer coisa, entregue-se apenas para os teus compromissos. Saturno por vezes lhe carregará um excelente entusiasmo, porém necessitará se controlar para furtar-se de grandes problemas. 
 
*💰Dinheiro:* Seja mais exigente consigo, só assim conseguirá atingir o sucesso tão desejado nesta área da sua vida.
*⛑Saúde:* Não se deixe abater por uma dor insignificante, se ela intensificar procure um médico.
*👪Família:* Terá problemas muito difíceis em conflitos de ideias com seus pais, coloque seus pontos de forma clara.
*💘Amor:* Poderá receber um presente da sua cara-metade, o que te deixará muito radiante, feliz.

                  🔮🧿🔮

🧙🏻♀ *PEIXES  19/02 A 20/03*
 
Você terá que afrontar muitas complicações no transcorrer da sua trajetória, porém exclusivamente em elementos mais acessíveis. Em Vênus as coisas serão um pouco diferentes daquilo que você imaginava ser o mais coerente, contudo não deve demonstrar muitos sinais de fraqueza nesta altura. Júpiter virá a abarcar a maior parte das suas forças para seguir em frente.

*💰Dinheiro:* Será um período positivo e atrativo, haverá uma subida do seu rendimento.
*⛑Saúde:* Poderá andar muito tenso, coloque uma linha de pensamento mais leve para o seu dia e relaxe.
*👪Família:* Irá aparecer um parente distante para estreitar uma grande amizade, abrace essa nova relação familiar.
*💘Amor:* Esqueça um pouco o trabalho e, dê para quem ama o melhor da sua atenção, ela precisa muito de você.",0,,
474,1,"*SAIBA*

🇧🇷    *Durante pandemia de coronavírus, seguro-desemprego poderá ser solicitado online* - 
http://www.novacruzoficialrn.com.br/noticias/29/durante-pandemia-de-coronavirus-seguro-desemprego-podera-ser-solicitado-online.html",0,,
475,1,https://cidadenewsitaurn.blogspot.com/2020/03/coronavirus-vai-para-114-numero-de.html?m=1,0,,
476,1,Campinas confirma primeira morte por coronavírus na cidade - https://tconline.com.br/campinas-confirma-primeira-morte-por-coronavirus-na-cidade/,0,,
477,1,"Mariano, da dupla com Munhoz, recebe diagnóstico de coronavírus - https://tconline.com.br/mariano-da-dupla-com-munhoz-recebe-diagnostico-de-coronavirus/",0,,
478,1,http://vozdopara.com.br/para-tem-20-infectados-por-coronavirus/,0,,
479,1,http://vozdopara.com.br/mortes-por-coronavirus-nos-eua-podem-chegar-a-200-000-diz-cientista/,0,,
480,1,"*SAIBA*

!?️     *Conheça os sinais. Dor no peito também é um sintoma da Covid-19?* - 
http://www.diariovip.novacruzoficialrn.com.br/noticias/36/conheca-os-sinais-dor-no-peito-tambem-e-um-sintoma-da-covid-19.html",0,,
481,1,http://vozdopara.com.br/pesquisa-instituto-real-time-big-data-helder-barbalho-pavimenta-reeleicao-com-novo-coronavirus/,0,,
482,1,https://cidadenewsitaurn.blogspot.com/2020/03/coronavirus-justica-suspende-campanha.html?m=1,0,,
483,1,https://plox.com.br/noticia/28/03/2020/plox-pergunta-ministro-sobre-o-comportamento-do-coronavirus-no-brasil-assista,0,,
484,1,"*SITUAÇÕES COMPLICADAS*

😨     *‘Mandaram todo mundo pra casa, e nós que não temos?’, o triste desabafo de um morador de rua* - 
http://www.diariovip.novacruzoficialrn.com.br/noticias/39/mandaram-todo-mundo-pra-casa-e-nos-que-nao-temos-o-triste-desabafo-de-um-morador-de-rua.html

😔      *Desesperados, moradores de favelas no Rio temem chegada do coronavírus em meio ao caos* - http://www.diariovip.novacruzoficialrn.com.br/noticias/39/desesperados-moradores-de-favelas-no-rio-temem-chegada-do-coronavirus-em-meio-ao-caos.html",0,,
485,1,".


⚠️⚠️⚠️⚠️⚠️
*CIDADE ALERTA*
🦅🗞📰🇧🇷

⤵️

*FUNDO ELEITORAL*

*Justiça dá até terça para Bolsonaro e Congresso decidirem sobre fundo eleitoral*

Ação pediu que os R$ 2 bilhões sejam destinados para o combate ao novo coronavírus.

Por PEDRO AUGUSTO FIGUEIREDO E LUCAS HENRIQUE GOMES

Com reuniões presenciais suspensas, a decisão deverá ser tomada por meio do plenário virtual

Foto: Congresso vazio

A juíza Frana Mendes, da 26a Vara Federal do Rio de Janeiro, deu até a próxima terça-feira, 31 de março, para que o presidente da República, Jair Bolsonaro, e o Congresso Nacional deliberem sobre a aplicação dos R$ 2 bilhões do Fundo Eleitoral para o combate à pandemia de coronavírus.

Se o prazo expirar e nada for decidido, a juíza escreve que poderá tomar a decisão diretamente. 

O Congresso Nacional deverá tomar a medida por meio do plenário virtual.

A decisão foi tomada no âmbito de uma ação popular impetrada pelo advogado Sérgio Antunes Lima Júnior, que pediu que a verba do Fundo Eleitoral seja destinada ao combate do novo coronavírus.

Na ação, ele argumenta que o Fundo Eleitoral é “verba orçamentária atualmente sem qualquer fundamento de manutenção, qual seja, verba destinada a sustento de campanha eleitoral do ano de 2020 que poderá não ocorrer, conforme já se discute no meio jurídico e político”.

“(Estou) fazendo minha parte. Aos que indagam se a decisão irá prevalecer, respondo que cabe a mim, como cidadão e advogado, pedir e lutar para que permaneça. Que assim seja. Não podemos aceitar uma destinação de R$ 2 bilhões para campanha eleitoral enquanto o povo morre pela Covid-19 e de fome. Sem qualquer cunho político”, publicou o advogado pelas redes sociais.

A juíza Frana Mendes argumentou que não poderia determinar a destinação do dinheiro para o enfrentamento da pandemia, pois estaria usurpando competências do presidente da República e do Congresso Nacional.

“Contudo, é imperioso considerar, apesar de todo o panorama jurídico anteriormente delineado, que o Brasil encontra-se inserido em um cenário de calamidade de dimensão não somente nacional, mas mundial, ante a pandemia relacionada à disseminação do denominado coronavírus, deflagrador da doença respiratória COVID-19, tendo havido, inclusive a decretação formal de estado de calamidade pública pelo Congresso Nacional [...] Tal situação atípica requer, por conseguinte, medidas urgentes”, escreveu a juíza

POR O TEMPO 


 ⚠️⚠️⚠️⚠️⚠️
*CIDADE ALERTA*
🦅🗞📰🇧🇷

⤵️",0,,
486,1,https://plox.com.br/noticia/29/03/2020/prefeitura-de-timoteo-investiga-morte-de-idoso-com-suspeita-de-coronavirus,0,,
487,1,https://noticiadabahia.com.br/politica/mpt-na-bahia-doa-r-5-milhoes-ao-governo-do-estado-para-combate-a-pandemia-do-coronavirus/,0,,
488,1,http://vozdopara.com.br/belem-empresas-de-transporte-urbano-sofrem-com-reducao-de-passageiros-gerada-pelo-coronavirus/,0,,
489,1,http://vozdopara.com.br/confira-as-medidas-que-cada-estado-adota-para-combater-a-pandemia-de-covid-19/,0,,
490,1,"*ESTADO*

Inércias agravam a situação do Coronavírus em Rondônia. | DiarioDaAmazonia.com.br





https://www.diariodaamazonia.com.br/inercias-agravam-a-situacao-do-coronavirus-em-rondonia/",0,,
491,1,"*AS MAIS LIDAS DA SEMANA*

😨     *Coronavírus: garota de 16 anos morre 24 horas após teste positivo* - 
http://www.diariovip.novacruzoficialrn.com.br/noticias/39/coronavirus-garota-de-16-anos-morre-24-horas-apos-teste-positivo.html",0,,
492,1,"Paciente de São Mateus com o novo coronavírus está em recuperação, afirma secretário - https://tconline.com.br/paciente-de-sao-mateus-com-o-novo-coronavirus-esta-em-recuperacao-afirma-secretario/",0,,
493,1,https://maisminas.org/mariana-obito-suspeito-coronavirus/,0,,
494,1,https://maisminas.org/caminhoneiros-serao-o-proximo-foco-vacinacao-contra-a-gripe/,0,,
495,1,https://maisminas.org/coronavirus-catas-altas-controla-entradas-principais-do-municipio/,0,,
496,1,"🚨📢📢 🦠*Coronavírus: ministro defende adiar eleições e antecipar formatura de estudantes de medicina*


Para Luiz Henrique Mandetta (Saúde), ações 'políticas' podem atrapalhar o combate à pandemia. Ele deu a declaração durante ...

Acesse: https://jornalinforondonia.com/brasil/coronavirus-ministro-defende-adiar-eleicoes-e-antecipar-formatura-de-estudantes-de-medicina",0,,
497,1,"*ZAP GRANDE PONTO* 27/03/2020

*_www.grandeponto.com.br_*

🧬Com Covid-19, Raniere participou de sessões da Câmara de Natal na semana passada https://bit.ly/2QR7sPn

👀Coronavírus: Após diagnóstico de Raniere, vereadores de Natal devem fazer exames https://bit.ly/3bAqL7z

🚨Governador recebe ameaça de morte e faz BO após bate boca com Bolsonaro https://bit.ly/2WMlohm

🚩Fátima: Governadores do Nordeste não agem em confronto a Bolsonaro https://bit.ly/3anJdjv

😷""Para combater o vírus, estão matando o paciente"", diz Bolsonaro sobre Covid-19 https://bit.ly/2QNRKEE

🤧""Potências econômicas se curvam diante do coronavírus"", diz presidente da Fiern https://bit.ly/39oWOpn

🤦🏻♂️Bolsonaro: Brasileiro tem que ser estudado. Pula no esgoto e nada acontece https://bit.ly/39i2ilK

✅Após ter dengue e H1N1, músico famoso testa positivo para Covid-19 https://bit.ly/3brR27O

💸Câmara aprova auxílio de R$ 600 para pessoas de baixa renda durante pandemia https://bit.ly/2vRvbYg

🇺🇸EUA ultrapassam Itália e China e apresentam maior número de casos de coronavírus https://bit.ly/33Qx3gy

🔗Justiça autoriza prisão domiciliar para Eduardo Cunha https://bit.ly/2Jggn8I

📚Oportunidade na quarentena: Senac disponibiliza 20 cursos gratuitos a distância https://bit.ly/2y7EVOQ

🚢Governo restringe entrada de estrangeiros pelos portos https://bit.ly/39nsJGw

🏦Caixa reduz juros e anuncia R$ 33 bi em estímulos para economia https://bit.ly/2WXXK1B

💻Coronavírus: 8 dicas para usar o marketing digital a favor da sua empresa https://bit.ly/39rhBZf

📲 _*Receba gratuitamente as notícias do Portal Grande Ponto. É só clicar neste link https://bit.ly/2vpgLOP*_",0,,
498,1,".



⚠️⚠️⚠️⚠️⚠️
*CIDADE ALERTA*
🦅🗞📰🇧🇷


*BRASIL*

*CÂMARA APROVA R$ 600 A INFORMAIS E R$ 1.200 A MÃES CHEFES DE FAMÍLIA* 

A Câmara dos Deputados aprovou nesta quinta-feira (26) projeto que prevê concessão durante três meses de auxílio emergencial de R$ 600 a trabalhadores informais e de R$ 1.200 para mães responsáveis pelo sustento da família. A ajuda, que ganhou o apelido de ""coronavoucher"", foi aprovada por votação simbólica em sessão em que os deputados participaram virtualmente. Somente líderes partidários e o presidente da Casa, Rodrigo Maia (DEM-RJ), estiveram presentes no plenário. Agora, o texto vai ao Senado. Os senadores devem apreciar o texto na semana que vem.


⚠️⚠️⚠️⚠️⚠️
*CIDADE ALERTA*
🦅🗞📰🇧🇷",0,,
499,1,".



⚠️⚠️⚠️⚠️⚠️
*CIDADE ALERTA*
🦅🗞📰🇧🇷


*MINAS GERAIS*

*1o a 5 de abril: saiba como fica o comércio em sete cidades do Leste e Nordeste de MG*

G1 fez um levantamento da situação do comércio nas principais cidades da região

Por G1 Vales de Minas Gerais
02/04/2020 15h12  Atualizado há 55 minutos


Veja como fica o comércio em sete cidades do Leste e Nordeste de Minas Gerais — Foto: Prefeitura de Ipatinga/Divulgação

Após mais de uma semana de quarentena, alguns municípios já começaram a flexibilizar o funcionamento do comércio que não é essencial.

O G1 fez um levantamento da situação do setor nas sete principais cidades da região – Santana do Paraíso, Ipatinga, Coronel Fabriciano, Timóteo, Caratinga, Governador Valadares e Teófilo Otoni.

A sequência dos municípios foi decidida pelo número de habitantes. Veja:

*Governador Valadares*

Segundo a Prefeitura de Governador Valadares, todos os comércios podem funcionar por delivery. O Mercado Municipal está aberto, exceto bares, restaurantes, lanchonetes e outros comércios. Peixarias e restaurantes em pontos ou postos de paradas em rodovias também podem abrir.

Agências bancárias, lojas de peças para veículos automotores e bicicletas, serviços relacionados à tecnologia da informação e de processamento de dados e serviços de call-center também estão autorizados a funcionar.

*Ipatinga*

Na maior cidade do Vale do Aço, o comércio permanece fechado. Segundo a prefeitura, a cidade seguirá as orientações dadas pelo Estado e pelo Governo Federal que, por enquanto, são de manter o isolamento social.

Ainda de acordo com o Executivo, uma nova reunião com o Comitê Gestor de Crise do município será realizada nesta sexta-feira (3).


⚠️⚠️⚠️⚠️⚠️
*CIDADE ALERTA*
🦅🗞📰🇧🇷",0,,
